Name,Url,Description,Chains,Twitter,TVL,Chain TVLs,Category
Single Finance,https://singlefinance.io,"Single Finance is a super intuitive platform for all your DeFi investments, minimizing correlations with the general market. Our signature strategy is a pseudo-market-neutral strategy. Everything here, including capital protection and return calculation, is worked out from your injected capital in USD. Everything is visualized. And everything is at your fingertips. We also launched LP Time Machine, a performance analytics tool for liquidity pools across all EVM compatible chains. The tool shows the full breakdown of backward-simulated P & L (based on capital marked to USD), including LP rewards, DEX reward tokens, and value change due to the price impact.","['Cronos', 'Arbitrum', 'Fantom']",single_finance,3010367.9906326802,"{'Cronos': 2827174.5474710017, 'pool2': 0, 'Fantom-staking': 0, 'Arbitrum-staking': 0, 'Arbitrum': 175941.71877936047, 'Fantom-pool2': 0, 'Arbitrum-pool2': 0, 'Fantom': 7251.724382318307, 'staking': 0}",Leveraged Farming
Tender Finance,https://www.tender.fi," Tender Finance is an innovative open-source decentralized protocol for borrowing and lending. It will support whole-portfolio collateralization, starting with GMX and GLP, and a novel mechanism for collateralizing long-tail assets.",['Arbitrum'],tender_fi,3003901.678260484,"{'Arbitrum-borrowed': 1835602.2860108064, 'Arbitrum': 3003901.678260484, 'borrowed': 1835602.2860108064}",Lending
Jarvis Network,https://jarvis.network/,Jarvis Network is a set of protocols to gain exposure to the price of any asset against liquidity pools.,"['Polygon', 'Optimism', 'Binance', 'Arbitrum', 'xDai', 'Avalanche']",Jarvis_Network,2958451.42484858,"{'Optimism': 491556.04616953805, 'Binance': 371897.32346014614, 'xDai': 43514.36598749673, 'Avalanche': 1074.996318391176, 'Polygon': 1813575.5347731342, 'Arbitrum': 236833.1581398735}",Derivatives
Solv Protocol V2,https://solv.finance/,"Solv Protocol is a one-stop platform for creating, using and trading financial NFTs.","['Ethereum', 'Binance', 'Polygon', 'Arbitrum']",SolvProtocol,2889067.6961048376,"{'Binance': 108399.72602097855, 'Ethereum': 2780665.4545001015, 'Polygon': 2.4778040460063306, 'Arbitrum': 0.037779711606685265}",RWA
Dyson,https://www.dyson.money/,"Dyson brings exotic investment strategies to some of the most popular cryptocurrencies, amplifies the APRs and makes them accessible to everyone","['Arbitrum', 'Polygon', 'Optimism', 'Avalanche', 'Binance']",dyson_money,2879289.419366263,"{'Optimism': 4417.827268907865, 'Binance': 0.24069121237500002, 'Avalanche': 345.211650385776, 'Polygon': 768130.4722337001, 'Polygon-staking': 3326701.4986354485, 'Arbitrum': 2106395.6675220565, 'staking': 3326701.4986354485}",Liquidity manager
Prime Protocol,https://app.primeprotocol.xyz,"Prime Protocol is the first natively cross-chain decentralized liquidity protocol, serving as a prime brokerage for the entire crypto ecosystem. Borrowers can deposit collateral on any supported blockchain, and receive liquidity on any other chain regardless of original collateral location. All borrows and deposits are cross-margined, so users have the experience of operating from one account across many blockchains.","['Moonbeam', 'Polygon', 'Avalanche', 'Arbitrum', 'Binance', 'Ethereum']",prime_protocol,2847523.4106739406,"{'Moonbeam-borrowed': 1745626.0967166743, 'Arbitrum-borrowed': 219924.73404368403, 'Polygon-borrowed': 19396.18120664099, 'Binance-borrowed': 11918.335964404021, 'Moonbeam': 1327354.6076561373, 'Binance': 258296.66624768128, 'Ethereum': 241871.80092518913, 'Avalanche': 353361.7045537018, 'Polygon': 355006.9098830782, 'Ethereum-borrowed': 6300.273464881248, 'Arbitrum': 311631.72140815284, 'borrowed': 2080589.3582593862, 'Avalanche-borrowed': 77423.73686310147}",Lending
Impermax Finance,https://impermax.finance/,Impermax is a DeFi ecosystem that enables liquidity providers to leverage their LP tokens,"['Arbitrum', 'Polygon', 'Ethereum', 'Avalanche', 'Fantom', 'Moonriver']",ImpermaxFinance,2770739.322263884,"{'Moonriver': 19532.28794452302, 'Ethereum': 548555.2510927027, 'Avalanche': 181882.5515249503, 'Polygon': 921495.210489815, 'Arbitrum': 1019197.0965063433, 'Fantom': 80076.92470554957}",Yield
FlokiFi Locker,https://flokifi.com,"FlokiFi Locker is the industry's most innovative protocol for securing digital assets. Securely lock Liquidity Pool (LP) tokens, NFTs, fungible tokens, and ERC-1155 tokens in just a few clicks. FlokiFi Locker is audited by industry leader CertiK and backed by the strong Floki brand.","['Ethereum', 'Binance', 'Dogechain', 'Arbitrum', 'Cronos', 'Fantom', 'Polygon', 'Optimism', 'Avalanche', 'Kucoin', 'OKExChain', 'Evmos']",FlokiFi,2734835.7919580983,"{'Optimism': 8.627486269048498, 'Cronos': 11350.771123519875, 'OKExChain': 0.01395032298263909, 'Evmos': 0.005230849711784501, 'Kucoin': 0.270630185440382, 'Binance': 1139082.7288553691, 'Dogechain': 93758.98311398794, 'Ethereum': 1468887.2499514024, 'Avalanche': 0.4828204870987097, 'Polygon': 147.37300995502824, 'Arbitrum': 19865.683676091754, 'Fantom': 1733.6021096579605}",Launchpad
LlamaPay,https://llamapay.io,LlamaPay is a multi-chain protocol that allows you to automate transactions and stream them by the second. The recipients can withdraw these funds at any time. This eliminates the need for manual transactions,"['Ethereum', 'Arbitrum', 'Polygon', 'Optimism', 'Avalanche', 'Binance', 'Meter', 'Fantom', 'xDai', 'Metis']",llamapay_io,2699721.6749326475,"{'Optimism': 150571.57889436145, 'Metis': 11.009357272051105, 'xDai-vesting': 22683.459567131562, 'Meter-vesting': 9312.63102529762, 'Polygon-vesting': 6015.950665068083, 'Meter': 21286.000003, 'Fantom-vesting': 89399.45060141191, 'Avalanche-vesting': 8097.564142223643, 'Binance': 32576.066700158888, 'Ethereum': 1850213.6413804847, 'xDai': 35.18224218420603, 'vesting': 73956517.96094844, 'Avalanche': 71845.99547841164, 'Arbitrum': 337870.7582480847, 'Optimism-vesting': 1104.4975617656098, 'Binance-vesting': 97787.55158563954, 'Fantom': 442.86819262284195, 'Ethereum-vesting': 32019056.907218378, 'Polygon': 234868.57443606723, 'Arbitrum-vesting': 41703059.948581524, 'Metis-vesting': 0}",Payments
BoringDAO,https://www.boringdao.com/,"BoringDAO is a decentralized bridge that connects all blockchain assets, we offer users a safe way to maximize their utilization rate of crypto assets.","['Bitcoin', 'Litecoin', 'Ethereum', 'Metis', 'Doge', 'Optimism', 'Aurora', 'Heco', 'Polygon', 'Binance', 'Kucoin', 'IoTeX', 'Avalanche', 'OKExChain', 'xDai', 'Arbitrum', 'Harmony', 'Oasis', 'Fantom', 'Boba']",TheBoringDAO,2517602.469582885,"{'Optimism': 76108.09081949582, 'Metis': 326220.6104853109, 'Harmony': 0, 'Binance': 11694.775636887005, 'IoTeX': 8806.232156218202, 'Ethereum': 327637.9758605995, 'xDai': 3815.508250391239, 'Oasis': 0, 'Heco': 27346.371859127634, 'Avalanche': 7951.164121371834, 'Ethereum-staking': 12184.90513136801, 'Doge': 131636.8598311295, 'Arbitrum': 3750.963018975288, 'Fantom': 0, 'staking': 12184.90513136801, 'Litecoin': 390061.4570433656, 'OKExChain': 4870.837276347245, 'Kucoin': 8936.344793620665, 'Boba': 0, 'Aurora': 62950.20273286023, 'Polygon': 24918.103249144755, 'Bitcoin': 1100896.97244804}",Cross Chain
Yield Protocol,https://yieldprotocol.com/,"Yield Protocol brings collateralized fixed-rate,fixed-term borrowing and lending and interest rate markets to decentralized finance.","['Ethereum', 'Arbitrum']",yield,2422154.5245675007,"{'Ethereum': 1339434.2791782843, 'Arbitrum': 1082720.2453892166}",Lending
Deri Protocol,https://deri.io/#/trade/options,"Deri Protocol is a decentralized protocol for users to exchange risk exposures precisely and capital efficiently. It is the DeFi way to trade derivatives: to hedge, to speculate, to arbitrage, all on chain.","['Arbitrum', 'Binance', 'zkSync Era', 'Polygon']",DeriProtocol,2321209.526407917,"{'Binance': 667284.0995587669, 'zkSync Era': 175418.30719264693, 'Polygon': 84072.23181129627, 'Arbitrum': 1394434.8878452072}",Options
Joe V2,https://traderjoexyz.com/home,"Joe V2 is a decentralized exchange based on Liquidity Book, a novel AMM protocol. Zero 0% slippage for swaps between ticks and Dynamic fees to improve liquidity provider profitability.","['Arbitrum', 'Avalanche', 'Binance']",traderjoe_xyz,2283796.445173396,"{'Binance': 5385.951253998207, 'Avalanche': 713799.6774902173, 'Arbitrum': 1564610.8164291806}",Dexes
Teahouse Managed,https://vault.teahouse.finance,Teahouse Managed Vaults are single-asset strategy vaults that operate on a periodic schedule (users can only enter/exit at certain times). They run dedicated DeFi strategies that dynamically responds to market signals and are managed by professional Strategy Managers.,"['Ethereum', 'Arbitrum', 'Optimism', 'Polygon']",TeahouseFinance,2265520.1730814083,"{'Optimism': 51780.84151357213, 'Ethereum': 2026453.5408946192, 'Polygon': 0, 'Arbitrum': 187285.7906732169}",Yield Aggregator
Sushi Furo,https://www.sushi.com/furo,"Earn, stream and automate your DAO salaries and token vesting with Furo.","['Ethereum', 'Arbitrum', 'Polygon', 'xDai', 'Avalanche', 'Binance', 'Optimism', 'Moonbeam', 'Fantom', 'Moonriver', 'Harmony']",SushiSwap,2225042.2243701513,"{'Optimism': 1.2091647580680034, 'Moonriver': 0, 'xDai-vesting': 0, 'Harmony-vesting': 0, 'Polygon-vesting': 933068.5537389198, 'Harmony': 0, 'Fantom-vesting': 0, 'Avalanche-vesting': 317.051876341335, 'Moonriver-vesting': 0.17243977329581942, 'Binance': 4.994629774705844, 'Ethereum': 2161930.395409301, 'xDai': 5873.373707407097, 'vesting': 69373933.13077761, 'Avalanche': 1852.608314985676, 'Arbitrum': 35947.0768373858, 'Optimism-vesting': 2.771131057164974, 'Binance-vesting': 980147.4226023847, 'Moonbeam-vesting': 0, 'Fantom': 0.02079841825336545, 'Ethereum-vesting': 45684937.039468855, 'Moonbeam': 0.18415, 'Polygon': 19432.361358120972, 'Arbitrum-vesting': 21775460.119520284}",Payments
Bluefin,https://bluefin.io,Bluefin is a decentralized exchange (DEX) for derivatives currently offering perpetual swaps trading with up to 20x leverage using isolated margin. The exchange is non-custodial and uses an off-chain order book for efficient price discovery.,['Arbitrum'],bluefinapp,2183275.5265486557,{'Arbitrum': 2183275.5265486557},Derivatives
Opium,https://www.opium.network/,"Opium is a universal and robust protocol
that allows for creating, settling, and trading any decentralised derivative.","['Ethereum', 'Polygon', 'Binance', 'Arbitrum']",Opium_Network,2081385.4321406102,"{'Binance': 430.87275548269145, 'Ethereum': 1986629.5228675655, 'Polygon': 94257.68661350138, 'Arbitrum': 67.34990406051}",Options
Hyphen,https://www.biconomy.io,"Hyphen provides simple APIs that lets you easily offer instantaneous value transfers between EVM chains, various L2s & allows quick onboarding from L1 to L2s.","['Avalanche', 'Binance', 'Polygon', 'Ethereum', 'Optimism', 'Arbitrum']",biconomy,2072775.6351161022,"{'Optimism': 137884.0419558703, 'Binance': 553391.7602689888, 'Ethereum': 201832.91521473648, 'Avalanche': 831129.3288041891, 'Polygon': 283006.8979768045, 'Arbitrum': 65530.690895512846}",Bridge
Thales,https://thalesmarket.io/,"Thales is an Ethereum protocol that allows the creation of peer-to-peer parimutuel markets that anyone can join. This building block is the foundation of novel on-chain initiatives, from a platform for AMM-based positional markets to immersive gamified experiences, and much more.","['Optimism', 'Arbitrum', 'Polygon', 'Ethereum']",thalesmarket,2051266.2779163697,"{'Optimism': 1270894.2667035349, 'Optimism-pool2': 1053444.4501284973, 'Optimism-staking': 5661463.18507862, 'pool2': 1131809.951384465, 'Arbitrum-staking': 1457692.5521327676, 'Ethereum-pool2': 78365.5012559677, 'Ethereum': 5436.3491455, 'Polygon': 15460.713353, 'Arbitrum': 759474.9487143348, 'staking': 7119155.737211388}",Prediction Market
Channels Finance,https://channels.finance,"Channels.finance is the first fully decentralized lending platform on Heco, focusing on user asset security. The first release supports LP mortgage lending and LP vault pool. It currently supports 15 mainstream currencies and 6 (Mdex) LP asset mortgage lending . The platform's token CAN has also been listed on Huobi Exchange on April 21. As a leading lending product on Heco, Channels has always performed well in asset security, user experience and mining revenue, and valued product experience and user interests.","['Heco', 'Binance', 'Arbitrum']",ChannelsFinance,2004689.6121272787,"{'Arbitrum-borrowed': 64546.38240670616, 'Binance-borrowed': 21754.4995895971, 'Binance': 217214.28403607395, 'Heco': 1781877.3785636576, 'Arbitrum': 5597.949527547059, 'borrowed': 381510.45684824145, 'Heco-borrowed': 295209.5748519382}",Lending
Rage Trade,https://www.rage.trade/,"The most liquid, composable, and omnichain ETH perp.",['Arbitrum'],rage_trade,1913374.0102600001,{'Arbitrum': 1913374.0102600001},Yield
Preon Finance,https://app.preon.finance/borrow,"Preon is a decentralized, lending protocol that allows you to borrow against your crypto - at 0 interest. Loans are paid out in $STAR (a USD-pegged stablecoin) with a minimum maintained collateral ratio of 110%","['Arbitrum', 'Polygon']",PreonFinance,1906603.8829213388,"{'Polygon': 540256.8622446805, 'Arbitrum': 1366347.0206766583}",Lending
DFX Finance,https://app.dfx.finance,DFX is a decentralized foreign exchange protocol optimized for trading fiat-backed foreign stablecoins,"['Ethereum', 'Polygon', 'Arbitrum']",DFXFinance,1891564.1675294521,"{'Ethereum': 1214661.8621883048, 'Polygon': 596981.1905294091, 'Arbitrum': 79921.11481173833}",Dexes
Yama Finance,https://yama.finance/,Yama is a novel omnichain stablecoin that facilitates extremely high leverage and liquidity.,"['Arbitrum', 'Polygon zkEVM']",YamaFinance,1847678.9627837408,"{'Polygon zkEVM': 14.488936500000001, 'Arbitrum': 1847664.473847241}",CDP
Saddle Finance,https://saddle.finance/,Saddle is an automated market maker for pegged value crypto assets.,"['Ethereum', 'Arbitrum', 'Optimism', 'Evmos', 'Aurora', 'Fantom', 'Kava']",saddlefinance,1847268.082363728,"{'Optimism': 14404.633478160173, 'Kava': 0, 'Evmos': 2407.66540894215, 'Ethereum': 1531920.0985027396, 'Aurora': 1.999237, 'Arbitrum': 298532.1489475046, 'Fantom': 1.536789381522178}",Dexes
UniDex,https://unidex.exchange,"UniDex is a DeFi aggregation layer making interesting trading products such as leverage trading aggregation, derivatives, and other trading products.","['zkSync Era', 'Optimism', 'Fantom', 'Arbitrum', 'Base', 'Metis', 'Boba', 'Binance']",UniDexFinance,1818502.1848520606,"{'Optimism': 439100.7312370331, 'Metis': 14444.67617747913, 'Base': 27436.526162224563, 'Binance': 5099.246316104984, 'Boba': 12764.840731712833, 'zkSync Era': 622883.668086, 'Arbitrum': 343095.75461057713, 'Fantom': 353676.74153092905}",Derivatives
Ramses V1,https://app.ramses.exchange/swap,"RAMSES is a ve(3,3) DEX that masterfully adapts Andre Cronje's initial vision of Solidly. The original Solidly fundamentals have been long forgotten, and RAMSES aims to revitalize three core tenets: Community, Decentralization, and Functionality.",['Arbitrum'],RamsesExchange,1815476.235823504,"{'Arbitrum-staking': 2879298.3260787646, 'Arbitrum': 1815476.235823504, 'staking': 2879298.3260787646}",Dexes
Sperax Demeter,https://demeter.sperax.io,Farming-as-a-service infrastructure on UniswapV3. Demeter protocol is a new protocol for DAOs to launch and manage decentralized exchange liquidity - without needing to know how to code,['Arbitrum'],SperaxUSD,1812182.286277328,{'Arbitrum': 1812182.286277328},Farm
Hidden Hand,https://hiddenhand.finance,"Hidden Hand is a marketplace for governance incentives. Protocols can leverage Hidden Hand to enable more efficient governance processes and to engage their voters, while users can earn extra yield on their favorite vote escrowed governance tokens through bribes.","['Ethereum', 'Optimism', 'Arbitrum']",redactedcartel,1799856.1374955527,"{'Optimism': 28835.695834737595, 'Ethereum': 1771016.590192255, 'Arbitrum': 3.85146856}",Services
The Ennead Farm,https://beta.ennead.farm/home,"The Ennead allows ve(3,3) LP depositors and veNFT holders to maximize their returns.","['Arbitrum', 'Avalanche']",EnneadFarm,1768783.539885394,"{'Avalanche': 548.558005236188, 'Avalanche-staking': 8.382569168497351, 'Arbitrum-staking': 504172.781335051, 'Arbitrum': 1768234.981880158, 'staking': 504181.1639042195}",Yield
Integral,https://integral.link/,"Integral is a new DeFi primitive that efficiently executes large orders. Its latest product, SIZE, is a OTC-style decentralized exchange. With built-in TWAP execution, SIZE enables DAOs and whales to trade with 0 price impact at any order size.","['Ethereum', 'Arbitrum']",IntegralHQ,1731226.069945344,"{'Ethereum': 1679290.8631134375, 'Arbitrum': 51935.20683190647}",Dexes
Revert Compoundor,https://revert.finance,Revert Compoundor is a protocol to automate compounding of liquidity provider fees for positions in Uniswap v3.,"['Arbitrum', 'Ethereum', 'Optimism', 'Polygon', 'Binance']",revertfinance,1705300.2088709925,"{'Binance': 8455.344918684257, 'Optimism': 394695.8326913172, 'Ethereum': 531449.32246893, 'Polygon': 212946.49122774086, 'Arbitrum': 557753.2175643202}",Services
Swapr,https://swapr.eth.link/#/swap,"A governance-enabled automated-market maker with adjustable fees, made by DXdao.","['xDai', 'Ethereum', 'Arbitrum']",SwaprEth,1647916.1475540344,"{'Ethereum': 132802.48247419816, 'xDai': 1398357.2649353116, 'Arbitrum': 116756.40014452461}",Dexes
